,title,eps_count,publish_date,status,season,studio,Censorship,rate,director,eps_period,type,classification
1190,Boku no Hero Academia: Memories,الرقابة: Censored,unknown,الحالة: مكتمل,unknown,Bones,نشر بواسطة: admin,التقييم 6.54,unknown,المدة: 23 min. per ep.,الحلقات: 4,"['Action', 'School', 'Shounen', 'Super Power']"
1191,Dead Dead Demons Dededede Destruction (ONA),الرقابة: Censored,unknown,الحالة: مكتمل,unknown,Production +h.,نشر بواسطة: admin,التقييم 7.63,unknown,المدة: 23 min. per ep.,الحلقات: 18,"['Drama', 'School', 'Sci-Fi', 'Seinen']"
1192,Black Lagoon,الحلقات: 12,28-Sep-23,الحالة: مكتمل,Spring 2006,Madhouse,الرقابة: Censored,التقييم 8.03,unknown,المدة: 23 min. per ep.,النوع: مسلسل,"['Action', 'Adult Cast', 'Organized Crime', 'Seinen']"
1193,Peach Boy Riverside,الحلقات: 12,19-Sep-23,الحالة: مكتمل,Summer 2021,Asahi Production,الرقابة: Censored,التقييم 6.25,unknown,المدة: 23 min. per ep.,النوع: مسلسل,"['Adventure', 'Fantasy', 'Shounen']"
1194,Overlord II,الحلقات: 13,2-Oct-23,الحالة: مكتمل,Winter 2018,Madhouse,الرقابة: Censored,التقييم 7.76,unknown,المدة: 23 min. per ep.,النوع: مسلسل,"['Action', 'Adventure', 'Fantasy', 'Isekai']"
1195,Shoot! Goal to the Future,الحلقات: 13,2-Oct-23,الحالة: مكتمل,Summer 2022,EMT Squared,الرقابة: Censored,التقييم 5.24,unknown,المدة: 23 min. per ep.,النوع: مسلسل,"['Shounen', 'Sports', 'Team Sports']"
1196,Kawagoe Boys Sing,المخرج: Matsumoto Atsushi,unknown,الحالة: مكتمل,unknown,evg,نشر بواسطة: admin,unknown,unknown,الموسم: Fall 2023,الرقابة: Censored,"['Music', 'School']"
1197,Kuusen Madoushi Kouhosei no Kyoukan,الحلقات: 12,19-Sep-23,الحالة: مكتمل,Summer 2015,Diomedéa,الرقابة: Censored,التقييم 6.32,Inagaki Takayuki,المدة: 23 min. per ep.,النوع: مسلسل,"['Action', 'Drama', 'Fantasy', 'School']"
1198,NieR:Automata Ver1.1a,الحلقات: 12,18-Sep-23,الحالة: مكتمل,Winter 2023,A-1 Pictures,الرقابة: Censored,التقييم 7.56,unknown,المدة: 23 min. per ep.,النوع: مسلسل,"['Action', 'Fantasy', 'Sci-Fi']"
1199,Saikyou Onmyouji no Isekai Tenseiki,الحلقات: 13,18-Sep-23,الحالة: مكتمل,Winter 2023,Studio Blanc.,الرقابة: Censored,التقييم 7.18,unknown,المدة: 23 min. per ep.,النوع: مسلسل,"['Action', 'Adventure', 'Fantasy', 'Isekai', 'Reincarnation']"
1200,Kuro no Shoukanshi,الحلقات: 12,25-Sep-23,الحالة: مكتمل,Summer 2022,Satelight,الرقابة: Censored,التقييم 7.09,Hiraike Yoshimasa,المدة: 23 min. per ep.,النوع: مسلسل,"['Action', 'Fantasy', 'Isekai', 'Reincarnation']"
1201,Detective Conan,الرقابة: Censored,unknown,الحالة: يعرض الأن,Winter 1996,TMS Entertainment,نشر بواسطة: admin,التقييم 8.17,unknown,المدة: 25 min.,النوع: مسلسل,"['Adventure', 'Comedy', 'Detective', 'Mystery', 'Shounen']"
1202,Naruto,الحلقات: 220,12-Oct-23,الحالة: مكتمل,Fall 2002,Pierrot,الرقابة: Censored,التقييم 7.99,Date Hayato,المدة: 23 min. per ep.,النوع: مسلسل,"['Action', 'Adventure', 'Fantasy', 'Martial Arts', 'Shounen']"
1203,Shiguang Dailiren II,الرقابة: Censored,4-Dec-23,الحالة: مكتمل,unknown,LAN Studio,المخرج: Li Haoling,التقييم 8.47,unknown,المدة: 24 min. per ep.,الحلقات: 12,"['Adult Cast', 'Drama', 'Mystery', 'Supernatural', 'Suspense', 'Time Travel']"
1204,Hikari no Ou 2nd Season,نشر بواسطة: admin,unknown,الحالة: مكتمل,unknown,Signal.MD,"تم الإصدار في: December 2, 2023",unknown,unknown,النوع: مسلسل,المخرج: Nishimura Junji,['Fantasy']
1205,Maou 2099,نشر بواسطة: admin,unknown,الحالة: مكتمل,unknown,J.C.Staff,"تم الإصدار في: August 21, 2024",unknown,unknown,النوع: مسلسل,المخرج: Andou Ryou,"['Action', 'Fantasy', 'Sci-Fi']"
1206,Seijo no Maryoku wa Bannou desu,الحلقات: 12,19-Sep-23,الحالة: مكتمل,Spring 2021,Diomedéa,الرقابة: Censored,التقييم 7.28,unknown,المدة: 23 min. per ep.,النوع: مسلسل,"['Adult Cast', 'Fantasy', 'Isekai', 'Medical', 'Romance']"
1207,Kakegurui,الحلقات: 12,19-Sep-23,الحالة: مكتمل,Summer 2017,MAPPA,الرقابة: Censored,التقييم 7.24,Hayashi Yuuichirou,المدة: 24 min. per ep.,النوع: مسلسل,"['Drama', 'High Stakes Game', 'Mystery', 'Psychological', 'School', 'Shounen', 'Strategy Game']"
1208,Kaguya-sama wa Kokurasetai: First Kiss wa Owaranai,الرقابة: Censored,4-Dec-23,الحالة: مكتمل,unknown,A-1 Pictures,المخرج: Hatakeyama Mamoru,التقييم 8.81,unknown,المدة: 1 hr. 36 min.,الحلقات: 1,"['Comedy', 'Drama', 'Romance', 'School', 'Seinen']"
1209,"Loop 7-kaime no Akuyaku Reijou wa, Moto Tekikoku de Jiyuu Kimama na Hanayome Seikatsu wo Mankitsu suru",المخرج: Iwata Kazuya,unknown,الحالة: مكتمل,unknown,HORNETS,نشر بواسطة: admin,unknown,unknown,الموسم: Winter 2024,الرقابة: Censored,"['Fantasy', 'Reincarnation', 'Romance']"
1210,Lord El-Melloi II Sei no Jikenbo: Rail Zeppelin Grace Note,الحلقات: 13,2-Oct-23,الحالة: مكتمل,Summer 2019,TROYCA,الرقابة: Censored,التقييم 7.38,Katou Makoto,المدة: 23 min. per ep.,النوع: مسلسل,"['Fantasy', 'Mystery', 'Supernatural']"
1211,Sono Bisque Doll wa Koi wo Suru,الحلقات: 12,25-Sep-23,الحالة: مكتمل,Winter 2022,CloverWorks,الرقابة: Censored,التقييم 8.22,unknown,المدة: 23 min. per ep.,النوع: مسلسل,"['Otaku Culture', 'Romance', 'School', 'Seinen']"
1212,Seirei Gensouki,الحلقات: 12,25-Sep-23,الحالة: مكتمل,Summer 2021,TMS Entertainment,الرقابة: Censored,التقييم 7.06,unknown,المدة: 23 min. per ep.,النوع: مسلسل,"['Action', 'Adventure', 'Fantasy', 'Harem', 'Isekai', 'Reincarnation', 'Romance']"
1213,Trinity Seven,الحلقات: 12,19-Sep-23,الحالة: مكتمل,Fall 2014,Seven Arcs Pictures,الرقابة: Censored,التقييم 7.06,unknown,المدة: 24 min. per ep.,النوع: مسلسل,"['Action', 'Comedy', 'Ecchi', 'Fantasy', 'Harem', 'Romance', 'School', 'Shounen']"
1214,Megami-ryou no Ryoubo-kun.,الحلقات: 10,19-Sep-23,الحالة: مكتمل,Summer 2021,asread.,الرقابة: Censored,التقييم 6.52,Nakashige Shunsuke,المدة: 24 min. per ep.,النوع: مسلسل,"['Comedy', 'Ecchi', 'Harem', 'Romance', 'Shounen']"
1215,King's Raid: Ishi wo Tsugumono-tachi,الحلقات: 26,14-Oct-23,الحالة: مكتمل,Fall 2020,OLM,الرقابة: Censored,التقييم 6.03,Hoshino Makoto,المدة: 24 min. per ep.,النوع: مسلسل,"['Action', 'Adventure', 'Fantasy']"
1216,Shin Shinka no Mi: Shiranai Uchi ni Kachigumi Jinsei,الحلقات: 12,27-Sep-23,الحالة: مكتمل,Winter 2023,Hotline,الرقابة: Censored,التقييم 5.40,unknown,المدة: 23 min. per ep.,النوع: مسلسل,"['Adventure', 'Fantasy', 'Harem', 'Isekai', 'Romance']"
1217,Apocalypse Hotel,المخرج: Shundou Kana,unknown,الحالة: يعرض الأن,unknown,CygamesPictures,نشر بواسطة: admin,unknown,unknown,الموسم: Spring 2025,الرقابة: Censored,['Sci-Fi']
1218,Kingdom 2nd Season,الحلقات: 39,14-Oct-23,الحالة: مكتمل,Summer 2013,Pierrot,الرقابة: Censored,التقييم 8.32,Iwanaga Akira,المدة: 25 min. per ep.,النوع: مسلسل,"['Action', 'Historical', 'Military', 'Seinen']"
1219,Vigilante: Boku no Hero Academia Illegals,المخرج: Suzuki Kenichi,unknown,الحالة: مكتمل,unknown,Bones Film,نشر بواسطة: admin,unknown,unknown,الموسم: Spring 2025,الرقابة: Censored,"['Action', 'Shounen', 'Super Power']"
1220,Medalist,الرقابة: Censored,13-Apr-25,الحالة: مكتمل,unknown,ENGI,المخرج: Yamamoto Yasutaka,unknown,unknown,الموسم: Winter 2025,الحلقات: 13,"['Drama', 'Performing Arts', 'Seinen', 'Sports']"
1221,Shokugeki no Souma: San no Sara,الحلقات: 12,19-Sep-23,الحالة: مكتمل,Fall 2017,J.C.Staff,الرقابة: Censored,التقييم 8.00,unknown,المدة: 24 min. per ep.,النوع: مسلسل,"['Ecchi', 'Gourmet', 'School', 'Shounen']"
1222,Osomatsu-san 3rd Season,الحلقات: 25,13-Oct-23,الحالة: مكتمل,Fall 2020,Pierrot,الرقابة: Censored,التقييم 7.37,Fujita Youichi,المدة: 23 min. per ep.,النوع: مسلسل,"['Comedy', 'Gag Humor', 'Parody']"
1223,Urusei Yatsura (2022),الحلقات: 23,27-Sep-23,الحالة: مكتمل,Fall 2022,David Production,الرقابة: Censored,التقييم 7.42,Kimura Yasuhiro,المدة: 22 min. per ep.,النوع: مسلسل,"['Comedy', 'Gag Humor', 'Romance', 'Sci-Fi', 'Shounen']"
1224,"Komi-san wa, Comyushou desu.",الحلقات: 12,19-Sep-23,الحالة: مكتمل,Fall 2021,OLM,الرقابة: Censored,التقييم 7.90,unknown,المدة: 23 min. per ep.,النوع: مسلسل,"['Comedy', 'Romantic Subtext', 'School', 'Shounen']"
1225,All Out!!,الحلقات: 25,13-Oct-23,الحالة: مكتمل,Fall 2016,Madhouse,الرقابة: Censored,التقييم 7.04,unknown,المدة: 24 min. per ep.,النوع: مسلسل,"['School', 'Seinen', 'Sports', 'Team Sports']"
1226,Kuroiwa Medaka ni Watashi no Kawaii ga Tsuujinai,الرقابة: Censored,24-Mar-25,الحالة: مكتمل,unknown,SynergySP,المخرج: Okumura Yoshiaki,unknown,unknown,الموسم: Winter 2025,الحلقات: 12,"['Comedy', 'Love Status Quo', 'Romance', 'School', 'Shounen']"
1227,One Piece: Adventure of Nebulandia,الرقابة: Censored,22-Aug-24,الحالة: مكتمل,unknown,Toei Animation,المخرج: Uda Kounosuke,التقييم 7.24,unknown,المدة: 1 hr. 46 min.,الحلقات: 1,"['Action', 'Adventure', 'Fantasy', 'Shounen']"
1228,Mahoutsukai no Yome Season 2 Part 2,الرقابة: Censored,21-Dec-23,الحالة: مكتمل,unknown,Studio Kafka,المخرج: Terasawa Kazuaki,unknown,unknown,الموسم: Fall 2023,الحلقات: 12,"['Drama', 'Fantasy', 'Mythology', 'Romance', 'Shounen']"
1229,Horimiya,الحلقات: 13,2-Oct-23,الحالة: مكتمل,Winter 2021,CloverWorks,الرقابة: Censored,التقييم 8.20,unknown,المدة: 23 min. per ep.,النوع: مسلسل,"['Romance', 'School', 'Shounen']"
1230,Temple,الحلقات: 12,3-Oct-23,الحالة: مكتمل,Summer 2023,Gekkou,الرقابة: Censored,التقييم 6.77,unknown,المدة: 24 min. per ep.,النوع: مسلسل,"['Comedy', 'Ecchi', 'Harem', 'Romance']"
1231,5-toubun no Hanayome*,الرقابة: Censored,30-Dec-24,الحالة: يعرض الأن,unknown,Bibury Animation Studios,المخرج: Jinbo Masato,التقييم 7.18,unknown,المدة: 47 min. per ep.,الحلقات: 2,"['Comedy', 'Harem', 'Romance', 'School', 'Shounen']"
1232,Shingeki no Kyojin,الحلقات: 25,13-Oct-23,الحالة: مكتمل,Spring 2013,Wit Studio,الرقابة: Censored,التقييم 8.54,unknown,المدة: 24 min. per ep.,النوع: مسلسل,"['Action', 'Award Winning', 'Drama', 'Gore', 'Military', 'Shounen', 'Survival', 'Suspense']"
1233,Fate/stay night: Unlimited Blade Works 2nd Season,الحلقات: 13,5-Oct-23,الحالة: مكتمل,Spring 2015,ufotable,الرقابة: Censored,التقييم 8.32,Miura Takahiro,المدة: 24 min. per ep.,النوع: مسلسل,"['Action', 'Fantasy', 'Supernatural']"
1234,Kami no Tou,الحلقات: 13,2-Oct-23,الحالة: مكتمل,Spring 2020,Telecom Animation Film,الرقابة: Censored,التقييم 7.55,Sano Takashi,المدة: 23 min. per ep.,النوع: مسلسل,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Mystery']"
1235,Kami no Tou: Ouji no Kikan,"المخرج: Suzuki Kei, Takeuchi Kazuyoshi",unknown,الحالة: يعرض الأن,unknown,The Answer Studio,نشر بواسطة: admin,unknown,unknown,الموسم: Summer 2024,الرقابة: Censored,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Mystery']"
1236,Haikyuu!! Karasuno Koukou vs. Shiratorizawa Gakuen Koukou,الحلقات: 10,19-Sep-23,الحالة: مكتمل,Fall 2016,Production I.G,الرقابة: Censored,التقييم 8.78,Mitsunaka Susumu,المدة: 24 min. per ep.,النوع: مسلسل,"['School', 'Shounen', 'Sports', 'Team Sports']"
1237,The iDOLM@STER Million Live!,الرقابة: Censored,30-Dec-23,الحالة: مكتمل,unknown,Shirogumi,المخرج: Watada Shinya,unknown,unknown,الموسم: Fall 2023,الحلقات: 12,"['Idols (Female)', 'Music']"
1238,Zero kara Hajimeru Mahou no Sho,الحلقات: 12,19-Sep-23,الحالة: مكتمل,Spring 2017,White Fox,الرقابة: Censored,التقييم 7.07,unknown,المدة: 24 min. per ep.,النوع: مسلسل,"['Action', 'Adventure', 'Anthropomorphic', 'Fantasy']"
1239,Nokemono-tachi no Yoru,الحلقات: 13,18-Sep-23,الحالة: مكتمل,Winter 2023,Ashi Productions,الرقابة: Censored,التقييم 6.59,unknown,المدة: 23 min. per ep.,النوع: مسلسل,"['Action', 'Anthropomorphic', 'Fantasy', 'Historical', 'Shounen']"
1240,"Hazurewaku no ""Joutai Ijou Skill"" de Saikyou ni Natta Ore ga Subete wo Juurin suru made",المخرج: Fukuda Michio,unknown,الحالة: مكتمل,unknown,Seven Arcs,نشر بواسطة: admin,unknown,unknown,الموسم: Summer 2024,الرقابة: Censored,"['Action', 'Adventure', 'Fantasy', 'Isekai']"
1241,Ooi! Tonbo,المخرج: Oh Jin-Gu,unknown,الحالة: مكتمل,unknown,OLM,نشر بواسطة: admin,unknown,unknown,الموسم: Spring 2024,الرقابة: Censored,"['Drama', 'Sports']"
1242,Yuuki Bakuhatsu Bang Bravern,نشر بواسطة: admin,unknown,الحالة: مكتمل,unknown,CygamesPictures,"تم الإصدار في: December 2, 2023",unknown,unknown,النوع: مسلسل,المخرج: Oobari Masami,"['Action', 'Mecha', 'Sci-Fi']"
1243,"Botsuraku Yotei no Kizoku dakedo, Hima Datta kara Mahou wo Kiwametemita",المخرج: Ishikura Kenichi,unknown,الحالة: مكتمل,unknown,Marvy Jack,نشر بواسطة: admin,unknown,unknown,الموسم: Winter 2025,الرقابة: Censored,"['Adventure', 'Fantasy']"
1244,Shoushimin Series 2nd Season,المخرج: Kanbe Mamoru,unknown,الحالة: مكتمل,unknown,Lapin Track,نشر بواسطة: admin,unknown,unknown,الموسم: Spring 2025,الرقابة: Censored,"['Mystery', 'School']"
1245,"Maou Gakuin no Futekigousha: Shijou Saikyou no Maou no Shiso, Tensei shite Shison-tachi no Gakkou e Kayou",الحلقات: 13,5-Oct-23,الحالة: مكتمل,Summer 2020,SILVER LINK.,الرقابة: Censored,التقييم 7.37,unknown,المدة: 23 min. per ep.,النوع: مسلسل,"['Action', 'Fantasy', 'Mythology', 'Reincarnation', 'School']"
1246,Sasayaku You ni Koi wo Utau,المخرج: Mano Akira,unknown,الحالة: قادم,unknown,Cloud Hearts,نشر بواسطة: admin,unknown,unknown,الموسم: Spring 2024,الرقابة: Censored,"['Girls Love', 'School']"
1247,Bocchi the Rock!,الحلقات: 12,18-Sep-23,الحالة: مكتمل,Fall 2022,CloverWorks,الرقابة: Censored,التقييم 8.82,Saitou Keiichirou,المدة: 23 min. per ep.,النوع: مسلسل,"['CGDCT', 'Comedy', 'Music']"
1248,Musaigen no Phantom World,الحلقات: 13,2-Oct-23,الحالة: مكتمل,Winter 2016,Kyoto Animation,الرقابة: Censored,التقييم 6.86,unknown,المدة: 24 min. per ep.,النوع: مسلسل,"['Action', 'Comedy', 'Ecchi', 'Fantasy', 'Harem', 'School']"
1249,Kuroko no Basket 2nd Season,الحلقات: 25,13-Oct-23,الحالة: مكتمل,Fall 2013,Production I.G,الرقابة: Censored,التقييم 8.21,unknown,المدة: 24 min. per ep.,النوع: مسلسل,"['School', 'Shounen', 'Sports', 'Team Sports']"
1250,World Trigger 3rd Season,الحلقات: 14,12-Oct-23,الحالة: مكتمل,Fall 2021,Toei Animation,الرقابة: Censored,التقييم 8.27,Hatano Morio,المدة: 23 min. per ep.,النوع: مسلسل,"['Action', 'Sci-Fi', 'Shounen']"
1251,"Gate: Jieitai Kanochi nite, Kaku Tatakaeri",الحلقات: 12,19-Sep-23,الحالة: مكتمل,Summer 2015,A-1 Pictures,الرقابة: Censored,التقييم 7.69,Kyougoku Takahiko,المدة: 23 min. per ep.,النوع: مسلسل,"['Action', 'Adventure', 'Fantasy', 'Isekai', 'Military']"
1252,Tejina-senpai,الحلقات: 12,28-Sep-23,الحالة: مكتمل,Summer 2019,LIDENFILMS,الرقابة: Censored,التقييم 6.40,unknown,المدة: 12 min. per ep.,النوع: مسلسل,"['Comedy', 'Ecchi', 'Performing Arts', 'Romantic Subtext', 'School', 'Seinen']"
1253,"One Piece Movie 09: Episode of Chopper Plus – Fuyu ni Saku, Kiseki no Sakura",الرقابة: Censored,22-Aug-24,الحالة: مكتمل,unknown,Toei Animation,المخرج: Shimizu Junji,التقييم 7.45,unknown,المدة: 1 hr. 53 min.,الحلقات: 1,"['Action', 'Adventure', 'Fantasy', 'Shounen']"
1254,Dragon Ball,الحلقات: 153,12-Oct-23,الحالة: مكتمل,Winter 1986,Toei Animation,الرقابة: Censored,التقييم 7.96,Nishio Daisuke,المدة: 24 min. per ep.,النوع: مسلسل,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Martial Arts', 'Shounen', 'Super Power']"
1255,Estab-Life: Great Escape,الحلقات: 12,19-Sep-23,الحالة: مكتمل,Spring 2022,Polygon Pictures,الرقابة: Censored,التقييم 6.50,Hashimoto Hiroyuki,المدة: 22 min. per ep.,النوع: مسلسل,['Sci-Fi']
1256,FLCL: Shoegaze,الرقابة: Censored,30-Sep-23,الحالة: قادم,unknown,Nut,المخرج: Uemura Yutaka,unknown,unknown,الموسم: Fall 2023,الحلقات: 3,"['Action', 'Avant Garde', 'Comedy', 'Mecha', 'Parody', 'Sci-Fi']"
1257,Boku wa Tomodachi ga Sukunai Next,الحلقات: 12,19-Sep-23,الحالة: مكتمل,Winter 2013,AIC Build,الرقابة: Censored,التقييم 7.29,Kitahata Tooru,المدة: 24 min. per ep.,النوع: مسلسل,"['Comedy', 'Ecchi', 'Harem', 'Romance', 'School']"
1258,Kagaku x Bouken Survival!,نشر بواسطة: admin,unknown,الحالة: مكتمل,unknown,Gallop,"تم الإصدار في: August 21, 2024",unknown,unknown,النوع: مسلسل,المخرج: Hosoda Masahiro,"['Action', 'Comedy', 'Shounen']"
1259,Beastars,الحلقات: 12,28-Sep-23,الحالة: مكتمل,Fall 2019,Orange,الرقابة: Censored,التقييم 7.83,Matsumi Shinichi,المدة: 22 min. per ep.,النوع: مسلسل,"['Anthropomorphic', 'Drama', 'Psychological', 'School', 'Shounen']"
